,disp_id,account_id,disposition_type,account_frequency,account_creation,account_district region,account_district no. of inhabitants,account_district no. of municipalities with inhabitants < 499 ,account_district no. of municipalities with inhabitants 500-1999,account_district no. of municipalities with inhabitants 2000-9999 ,account_district no. of municipalities with inhabitants >10000 ,account_district no. of cities ,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,age,women,birthday,region,client_district no. of inhabitants,client_district no. of municipalities with inhabitants < 499 ,client_district no. of municipalities with inhabitants 500-1999,client_district no. of municipalities with inhabitants 2000-9999 ,client_district no. of municipalities with inhabitants >10000 ,client_district no. of cities ,client_district ratio of urban inhabitants ,client_district average salary ,client_district unemploymant rate '95 ,client_district unemploymant rate '96 ,client_district no. of enterpreneurs per 1000 inhabitants ,client_district no. of commited crimes '95 ,client_district no. of commited crimes '96 
2805,2963,2453,DISPONENT,monthly issuance,930308,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,59,True,390329,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2806,2964,2454,OWNER,monthly issuance,940507,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,20,False,781127,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
2807,2965,2455,OWNER,monthly issuance,970206,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,80,True,180207,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804
2808,2966,2456,OWNER,monthly issuance,950909,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,43,False,550220,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
2809,2967,2457,OWNER,monthly issuance,931111,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,37,True,610115,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903
2810,2968,2458,OWNER,weekly issuance,930314,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,36,False,620824,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
2811,2969,2459,OWNER,monthly issuance,970910,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,75,False,230422,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
2812,2970,2459,DISPONENT,monthly issuance,970910,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,76,True,220406,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
2813,2971,2460,OWNER,monthly issuance,931122,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,21,True,771203,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2814,2972,2461,OWNER,monthly issuance,970928,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,22,False,760114,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2815,2974,2463,OWNER,monthly issuance,941011,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,47,True,510712,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158
2816,2975,2464,OWNER,issuance after transaction,930702,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,55,True,430318,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
2817,2976,2465,OWNER,monthly issuance,961006,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,76,True,220803,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651
2818,2977,2466,OWNER,monthly issuance,970411,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,35,False,630206,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
2819,2978,2467,OWNER,monthly issuance,930529,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,50,True,480305,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
2820,2979,2468,OWNER,monthly issuance,960713,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,37,True,611222,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892
2821,2980,2469,OWNER,monthly issuance,960205,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,24,False,740614,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529
2822,2981,2470,OWNER,monthly issuance,940723,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,49,True,490205,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
2823,2982,2471,OWNER,monthly issuance,940703,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,25,True,730323,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
2824,2983,2471,DISPONENT,monthly issuance,940703,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,31,False,670723,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
2825,2984,2472,OWNER,monthly issuance,940208,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,35,True,630524,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
2826,2985,2472,DISPONENT,monthly issuance,940208,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,38,False,600413,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
2827,2986,2473,OWNER,monthly issuance,960216,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,46,False,520515,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295
2828,2987,2473,DISPONENT,monthly issuance,960216,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,52,True,460601,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295
2829,2988,2474,OWNER,monthly issuance,960420,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,37,False,610521,north Bohemia,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859
2830,2989,2475,OWNER,monthly issuance,961013,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,49,True,490201,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181
2831,2990,2476,OWNER,monthly issuance,931212,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,60,True,380402,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505
2832,2991,2476,DISPONENT,monthly issuance,931212,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,57,False,410731,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505
2833,2992,2477,OWNER,monthly issuance,970211,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,32,False,660507,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529
2834,2994,2479,OWNER,monthly issuance,931009,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,35,False,630722,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910
2835,2995,2480,OWNER,monthly issuance,970907,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620,57,True,410615,north Bohemia,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384,3620
2836,2996,2481,OWNER,monthly issuance,951028,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,33,False,650129,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2837,2997,2482,OWNER,monthly issuance,940223,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,57,True,410309,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2838,2998,2483,OWNER,monthly issuance,960929,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,37,False,610402,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2839,2999,2484,OWNER,monthly issuance,930103,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,19,True,790324,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
2840,3000,2485,OWNER,monthly issuance,970818,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,70,True,280402,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471
2841,3001,2486,OWNER,monthly issuance,930227,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,40,False,581007,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2842,3002,2487,OWNER,monthly issuance,951022,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,43,True,550513,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
2843,3003,2488,OWNER,monthly issuance,930406,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,25,True,730512,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358
2844,3004,2488,DISPONENT,monthly issuance,930406,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,27,False,710713,north Moravia,42821,4,13,5,1,3,48.4,8173,?,7.01,124,?,1358
2845,3005,2489,OWNER,monthly issuance,930309,north Moravia,226122,32,50,7,4,4,62.6,8994,3.80,4.79,110,9672,9208,67,False,310629,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
2846,3006,2490,OWNER,monthly issuance,950221,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,25,True,730808,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117
2847,3007,2491,OWNER,monthly issuance,960301,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,34,False,640411,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807
2848,3008,2492,OWNER,monthly issuance,970901,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,79,False,191219,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433
2849,3009,2493,OWNER,monthly issuance,930329,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,41,True,570803,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
2850,3010,2493,DISPONENT,monthly issuance,930329,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,38,False,600112,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
2851,3011,2494,OWNER,monthly issuance,940423,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,43,False,550919,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
2852,3012,2495,OWNER,monthly issuance,970319,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,43,True,551110,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
2853,3013,2496,OWNER,monthly issuance,940521,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,48,True,500318,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
2854,3014,2496,DISPONENT,monthly issuance,940521,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,45,False,531105,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
2855,3015,2497,OWNER,monthly issuance,930316,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,46,False,520229,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433
2856,3016,2498,OWNER,monthly issuance,960301,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,21,False,770823,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
2857,3017,2499,OWNER,monthly issuance,960208,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674,57,False,410514,central Bohemia,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159,2674
2858,3018,2500,OWNER,monthly issuance,951026,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,20,False,780128,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
2859,3019,2501,OWNER,monthly issuance,940226,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804,29,False,690923,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.38,3.67,100,2985,2804
2860,3020,2502,OWNER,monthly issuance,961021,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505,56,True,420827,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.80,3.22,118,4340,4505
2861,3021,2503,OWNER,monthly issuance,930305,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,37,False,610824,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2862,3022,2503,DISPONENT,monthly issuance,930305,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,44,True,540922,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2863,3023,2504,OWNER,monthly issuance,931209,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,39,False,590404,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
2864,3024,2505,OWNER,monthly issuance,960516,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,69,False,290308,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
2865,3025,2505,DISPONENT,monthly issuance,960516,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,66,True,321227,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
2866,3026,2506,OWNER,issuance after transaction,960712,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117,51,False,470325,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.10,1.25,100,1089,1117
2867,3027,2507,OWNER,monthly issuance,961228,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,39,False,590725,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
2868,3028,2508,OWNER,monthly issuance,930314,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,66,True,320423,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190
2869,3029,2509,OWNER,monthly issuance,970613,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,28,False,700508,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
2870,3030,2510,OWNER,monthly issuance,930828,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,22,True,760510,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887
2871,3031,2511,OWNER,monthly issuance,940501,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,33,True,650905,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
2872,3032,2511,DISPONENT,monthly issuance,940501,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,39,False,590410,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
2873,3035,2513,OWNER,monthly issuance,930722,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,34,False,641102,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
2874,3036,2514,OWNER,monthly issuance,950813,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,57,True,410331,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
2875,3037,2515,OWNER,monthly issuance,951024,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265,56,False,420104,south Moravia,197099,29,41,10,2,10,74.7,9624,1.60,2.31,145,4484,4265
2876,3038,2516,OWNER,monthly issuance,951116,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120,52,True,460305,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
2877,3039,2517,OWNER,issuance after transaction,961110,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,29,True,690601,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
2878,3041,2519,OWNER,monthly issuance,930115,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,71,True,270424,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892
2879,3042,2520,OWNER,monthly issuance,950725,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910,30,True,680214,south Bohemia,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740,1910
2880,3043,2521,OWNER,monthly issuance,950519,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460,47,True,511115,south Moravia,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562,1460
2881,3044,2522,OWNER,monthly issuance,960121,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,53,False,451007,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132
2882,3045,2523,OWNER,monthly issuance,930511,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,48,True,500318,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
2883,3046,2524,OWNER,monthly issuance,941219,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,73,True,250122,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2884,3047,2525,OWNER,monthly issuance,950508,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,23,False,751001,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122
2885,3048,2526,OWNER,monthly issuance,960704,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,75,True,230106,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
2886,3049,2527,OWNER,monthly issuance,930319,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,31,False,670406,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
2887,3050,2527,DISPONENT,monthly issuance,930319,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,31,True,670731,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640,3120
2888,3051,2528,OWNER,monthly issuance,930325,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,70,False,280311,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718
2889,3054,2530,OWNER,monthly issuance,960702,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,40,False,580428,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
2890,3055,2531,OWNER,monthly issuance,961221,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,67,False,310223,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839
2891,3056,2532,OWNER,monthly issuance,961224,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,39,True,590116,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
2892,3057,2532,DISPONENT,monthly issuance,961224,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,36,False,620305,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
2893,3058,2533,OWNER,monthly issuance,950627,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123,55,True,430929,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.89,2.26,155,1660,2123
2894,3059,2534,OWNER,monthly issuance,930603,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,21,False,771129,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
2895,3060,2535,OWNER,monthly issuance,970121,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,38,False,600518,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
2896,3061,2535,DISPONENT,monthly issuance,970121,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,33,True,651005,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059
2897,3062,2536,OWNER,monthly issuance,941028,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,68,True,300822,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471
2898,3063,2537,OWNER,monthly issuance,970209,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,27,False,710129,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
2899,3064,2538,OWNER,monthly issuance,940130,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,68,False,300505,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668
2900,3065,2539,OWNER,monthly issuance,970424,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273,77,True,210821,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273
2901,3066,2540,OWNER,monthly issuance,950401,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,16,True,820309,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696
2902,3067,2541,OWNER,monthly issuance,941108,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,46,True,520621,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651
2903,3068,2541,DISPONENT,monthly issuance,941108,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,44,False,540320,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651
2904,3069,2542,OWNER,monthly issuance,930807,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,55,False,431023,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354
2905,3070,2543,OWNER,monthly issuance,930213,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,78,False,201212,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618
2906,3071,2544,OWNER,monthly issuance,961204,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,31,True,670223,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822
2907,3072,2545,OWNER,monthly issuance,961204,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,62,False,360414,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2908,3073,2545,DISPONENT,monthly issuance,961204,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,61,True,371023,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2909,3074,2546,OWNER,monthly issuance,941208,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,40,False,581107,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
2910,3075,2547,OWNER,monthly issuance,950428,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,57,False,410505,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347
2911,3076,2548,OWNER,monthly issuance,960106,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,36,True,621117,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651
2912,3077,2549,OWNER,monthly issuance,931112,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,64,True,340224,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
2913,3078,2549,DISPONENT,monthly issuance,931112,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,66,False,320131,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134
2914,3079,2550,OWNER,monthly issuance,951111,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,55,False,430519,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079
2915,3080,2551,OWNER,monthly issuance,960208,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,47,True,510727,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
2916,3081,2551,DISPONENT,monthly issuance,960208,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,53,False,450302,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040
2917,3082,2552,OWNER,monthly issuance,930701,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,19,True,791017,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
2918,3083,2553,OWNER,monthly issuance,950724,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,27,False,710407,north Bohemia,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471
2919,3084,2554,OWNER,monthly issuance,930618,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,47,True,510824,west Bohemia,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198
2920,3085,2555,OWNER,monthly issuance,930310,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,52,True,460629,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
